side,id,golpe_real,golpe_prob,verdict,classe_binaria,tipo,urgencia,pede_pix,latency_ms,tokens_in,tokens_out,cost_usd,model,recv_s
rust,530,0,0.13,ok,TN,outro,0.71,0.01,371.70779999999996,609,147,2.5578000000000005e-05,jev-1.13.0,25.244193
rust,531,0,0.03,ok,TN,pessoal,0.0,0.0,307.8035,598,148,2.5116000000000005e-05,jev-1.13.0,25.187279
rust,532,0,0.31,ok,TN,cobranca_legitima,0.99,0.85,317.28830000000005,618,151,2.5956000000000004e-05,jev-1.13.0,25.290373
rust,533,0,0.03,ok,TN,pessoal,0.23,0.04,357.739,614,148,2.5788000000000004e-05,jev-1.13.0,25.065649
rust,534,0,0.36,ok,TN,cobranca_legitima,1.01,0.86,449.1793,623,151,2.6166000000000003e-05,jev-1.13.0,25.489525
rust,535,0,0.01,ok,TN,pessoal,0.03,0.01,428.3156,601,148,2.5242000000000003e-05,jev-1.13.0,25.439681
rust,536,0,0.02,ok,TN,pessoal,0.52,0.01,366.1283,603,148,2.5326000000000005e-05,jev-1.13.0,25.407411
rust,537,0,0.08,ok,TN,pessoal,0.0,0.01,378.3996,602,148,2.5284000000000004e-05,jev-1.13.0,25.444439
rust,538,0,0.17,ok,TN,cobranca_legitima,0.04,0.86,396.803,632,151,2.6544000000000002e-05,jev-1.13.0,25.463107
rust,539,0,0.16,ok,TN,cobranca_legitima,0.02,0.01,369.7929,609,151,2.5578000000000005e-05,jev-1.13.0,25.55763
rust,540,0,0.31,ok,TN,cobranca_legitima,1.0,0.87,316.19770000000005,618,151,2.5956000000000004e-05,jev-1.13.0,25.560108
rust,541,0,0.3,ok,TN,pessoal,0.29,0.94,278.9328,628,148,2.6376000000000003e-05,jev-1.13.0,25.569051
rust,542,0,0.12,ok,TN,cobranca_legitima,0.03,0.01,419.9828,611,151,2.5662000000000003e-05,jev-1.13.0,25.826931
rust,543,0,0.01,ok,TN,pessoal,0.16,0.01,389.0962,610,148,2.5620000000000002e-05,jev-1.13.0,25.828385
rust,544,1,0.96,golpe,TP,troca_numero,0.36,0.99,329.4802,655,150,2.7510000000000003e-05,jev-1.13.0,25.773933
rust,545,0,0.23,ok,TN,pessoal,0.32,0.94,317.7154,623,148,2.6166000000000003e-05,jev-1.13.0,25.780687
rust,546,0,0.13,ok,TN,outro,0.71,0.01,332.6595,610,147,2.5620000000000002e-05,jev-1.13.0,25.820717
rust,547,0,0.02,ok,TN,pessoal,0.25,0.03,295.3962,614,148,2.5788000000000004e-05,jev-1.13.0,25.852757
rust,548,0,0.02,ok,TN,pessoal,0.0,0.0,352.0731,597,148,2.5074000000000004e-05,jev-1.13.0,25.912209
rust,549,0,0.08,ok,TN,outro,0.12,0.01,305.16729999999995,610,147,2.5620000000000002e-05,jev-1.13.0,25.874007
rust,550,0,0.01,ok,TN,pessoal,0.2,0.01,342.57120000000003,609,148,2.5578000000000005e-05,jev-1.13.0,26.116477
rust,551,0,0.26,ok,TN,pessoal,0.24,0.95,318.4537,626,148,2.6292000000000005e-05,jev-1.13.0,26.099131
rust,552,1,0.88,golpe,TP,pix_errado,1.32,0.94,381.1503,628,148,2.6376000000000003e-05,jev-1.13.0,26.202555
rust,553,0,0.02,ok,TN,pessoal,0.5,0.01,351.0449,603,148,2.5326000000000005e-05,jev-1.13.0,26.178392
rust,554,0,0.08,ok,TN,pessoal,0.0,0.01,370.7193,600,148,2.5200000000000003e-05,jev-1.13.0,26.19962
rust,555,0,0.17,ok,TN,cobranca_legitima,0.01,0.01,348.5936,603,151,2.5326000000000005e-05,jev-1.13.0,26.201758
rust,556,0,0.23,ok,TN,cobranca_legitima,0.01,0.02,382.5242,601,151,2.5242000000000003e-05,jev-1.13.0,26.295549
rust,557,0,0.35,ok,TN,pessoal,0.43,0.95,310.7661,623,148,2.6166000000000003e-05,jev-1.13.0,26.410325
rust,558,0,0.08,ok,TN,pessoal,0.0,0.01,468.9717,600,148,2.5200000000000003e-05,jev-1.13.0,26.343172
rust,559,0,0.2,ok,TN,outro,0.95,0.02,378.74609999999996,599,147,2.5158000000000002e-05,jev-1.13.0,26.556974
rust,560,0,0.4,ok,TN,pessoal,0.29,0.94,350.206,628,148,2.6376000000000003e-05,jev-1.13.0,26.467122
rust,561,0,0.05,ok,TN,pessoal,0.0,0.13,335.43240000000003,613,148,2.5746000000000004e-05,jev-1.13.0,26.537132
rust,562,0,0.02,ok,TN,pessoal,0.0,0.0,370.8413,598,148,2.5116000000000005e-05,jev-1.13.0,26.570241
rust,563,0,0.28,ok,TN,cobranca_legitima,0.99,0.85,343.64660000000003,617,151,2.5914000000000003e-05,jev-1.13.0,26.545672
rust,564,0,0.17,ok,TN,cobranca_legitima,0.01,0.01,341.1184,600,151,2.5200000000000003e-05,jev-1.13.0,26.636242
rust,565,0,0.37,ok,TN,cobranca_legitima,0.99,0.86,336.5005,622,151,2.6124000000000003e-05,jev-1.13.0,26.679696
rust,566,0,0.22,ok,TN,cobranca_legitima,0.81,0.04,364.0353,607,151,2.5494000000000004e-05,jev-1.13.0,26.774039
rust,567,0,0.02,ok,TN,pessoal,0.51,0.01,309.2086,603,148,2.5326000000000005e-05,jev-1.13.0,26.846262
rust,568,0,0.34,ok,TN,cobranca_legitima,0.98,0.86,361.272,619,151,2.5998000000000004e-05,jev-1.13.0,26.907072
rust,569,0,0.02,ok,TN,pessoal,0.0,0.0,307.8057,598,148,2.5116000000000005e-05,jev-1.13.0,26.774553
rust,570,0,0.08,ok,TN,outro,0.92,0.01,421.3897,604,147,2.5368000000000002e-05,jev-1.13.0,26.978445
rust,571,0,0.16,ok,TN,cobranca_legitima,0.01,0.01,355.2158,598,151,2.5116000000000005e-05,jev-1.13.0,26.925592
rust,572,0,0.24,ok,TN,cobranca_legitima,0.75,0.04,444.656,607,151,2.5494000000000004e-05,jev-1.13.0,27.08071
rust,573,0,0.03,ok,TN,pessoal,0.0,0.02,315.2679,607,148,2.5494000000000004e-05,jev-1.13.0,26.995027
rust,574,0,0.34,ok,TN,pessoal,0.27,0.96,613.7401,628,148,2.6376000000000003e-05,jev-1.13.0,27.387953
rust,575,1,0.96,golpe,TP,troca_numero,1.61,0.99,483.0708,640,150,2.6880000000000004e-05,jev-1.13.0,27.329793
rust,576,0,0.01,ok,TN,pessoal,0.03,0.01,312.3911,601,148,2.5242000000000003e-05,jev-1.13.0,27.086899
rust,577,0,0.38,ok,TN,cobranca_legitima,0.99,0.88,303.0358,622,151,2.6124000000000003e-05,jev-1.13.0,27.210086
rust,578,0,0.08,ok,TN,outro,0.92,0.01,332.0484,604,147,2.5368000000000002e-05,jev-1.13.0,27.257733
rust,579,0,0.02,ok,TN,pessoal,0.27,0.04,332.8967,614,148,2.5788000000000004e-05,jev-1.13.0,27.311398
rust,580,0,0.18,ok,TN,cobranca_legitima,0.04,0.88,343.6234,631,151,2.6502000000000005e-05,jev-1.13.0,27.338687
rust,581,0,0.17,ok,TN,outro,1.01,0.03,409.4892,603,147,2.5326000000000005e-05,jev-1.13.0,27.490426
rust,582,0,0.13,ok,TN,outro,0.66,0.01,379.51079999999996,609,147,2.5578000000000005e-05,jev-1.13.0,27.466761
rust,583,0,0.02,ok,TN,pessoal,0.0,0.0,359.65029999999996,599,148,2.5158000000000002e-05,jev-1.13.0,27.570008
rust,584,0,0.27,ok,TN,outro,0.99,0.03,336.3077,597,147,2.5074000000000004e-05,jev-1.13.0,27.594072
rust,585,0,0.04,ok,TN,outro,0.11,0.01,415.4987,612,147,2.5704000000000003e-05,jev-1.13.0,27.726866
rust,586,0,0.01,ok,TN,pessoal,0.03,0.01,353.4794,601,148,2.5242000000000003e-05,jev-1.13.0,27.682959
rust,587,0,0.1,ok,TN,cobranca_legitima,0.02,0.01,397.0599,610,151,2.5620000000000002e-05,jev-1.13.0,27.735645
rust,588,0,0.01,ok,TN,pessoal,0.03,0.01,454.0853,601,148,2.5242000000000003e-05,jev-1.13.0,27.842162
rust,589,0,0.02,ok,TN,pessoal,0.24,0.03,298.7186,614,148,2.5788000000000004e-05,jev-1.13.0,27.76552
rust,590,0,0.25,ok,TN,cobranca_legitima,0.56,0.03,350.0781,607,151,2.5494000000000004e-05,jev-1.13.0,27.840663
rust,591,0,0.01,ok,TN,pessoal,0.01,0.0,456.0496,597,148,2.5074000000000004e-05,jev-1.13.0,28.025827
rust,592,0,0.08,ok,TN,pessoal,0.0,0.01,364.2148,600,148,2.5200000000000003e-05,jev-1.13.0,27.958403
rust,593,0,0.12,ok,TN,outro,0.74,0.01,369.76419999999996,609,147,2.5578000000000005e-05,jev-1.13.0,28.052758
rust,594,0,0.15,ok,TN,cobranca_legitima,0.01,0.01,351.9188,601,151,2.5242000000000003e-05,jev-1.13.0,28.079031
rust,595,0,0.34,ok,TN,pessoal,0.35,0.96,406.8801,628,148,2.6376000000000003e-05,jev-1.13.0,28.142948
rust,596,0,0.15,ok,TN,cobranca_legitima,0.04,0.88,345.5065,630,151,2.6460000000000004e-05,jev-1.13.0,28.111039
rust,597,0,0.29,ok,TN,pessoal,0.43,0.95,391.8148,624,148,2.6208000000000004e-05,jev-1.13.0,28.232441
rust,598,0,0.03,ok,TN,pessoal,0.0,0.02,369.8872,607,148,2.5494000000000004e-05,jev-1.13.0,28.328597
rust,599,0,0.05,ok,TN,pessoal,0.0,0.03,365.2109,607,148,2.5494000000000004e-05,jev-1.13.0,28.207329
rust,600,0,0.04,ok,TN,pessoal,0.0,0.09,314.7621,613,148,2.5746000000000004e-05,jev-1.13.0,28.341175
rust,601,0,0.02,ok,TN,pessoal,0.0,0.0,328.0901,598,148,2.5116000000000005e-05,jev-1.13.0,28.381172
rust,602,0,0.02,ok,TN,pessoal,0.0,0.0,333.16,599,148,2.5158000000000002e-05,jev-1.13.0,28.41214
rust,603,0,0.01,ok,TN,pessoal,0.16,0.01,342.5009,609,148,2.5578000000000005e-05,jev-1.13.0,28.453973
rust,604,0,0.18,ok,TN,cobranca_legitima,0.05,0.01,380.6364,606,151,2.5452000000000003e-05,jev-1.13.0,28.523749
rust,605,0,0.13,ok,TN,outro,0.71,0.01,355.7897,610,147,2.5620000000000002e-05,jev-1.13.0,28.563588
rust,606,0,0.13,ok,TN,outro,0.66,0.01,339.7798,610,147,2.5620000000000002e-05,jev-1.13.0,28.57262
rust,607,0,0.04,ok,TN,outro,0.14,0.01,344.666,612,147,2.5704000000000003e-05,jev-1.13.0,28.673378
rust,608,0,0.02,ok,TN,pessoal,0.0,0.01,442.7537,599,148,2.5158000000000002e-05,jev-1.13.0,28.78411
rust,609,0,0.08,ok,TN,outro,0.92,0.01,359.0989,604,147,2.5368000000000002e-05,jev-1.13.0,28.740509
rust,610,0,0.18,ok,TN,cobranca_legitima,0.05,0.01,433.7485,606,151,2.5452000000000003e-05,jev-1.13.0,28.846396
rust,611,0,0.01,ok,TN,pessoal,0.2,0.01,399.0628,609,148,2.5578000000000005e-05,jev-1.13.0,28.853147
rust,612,0,0.14,ok,TN,cobranca_legitima,0.08,0.01,352.8803,608,151,2.5536000000000004e-05,jev-1.13.0,28.876684
rust,613,0,0.01,ok,TN,pessoal,0.18,0.01,384.7983,609,148,2.5578000000000005e-05,jev-1.13.0,28.948579
rust,614,1,0.98,golpe,TP,boleto_falso,2.0,0.99,324.0709,630,149,2.6460000000000004e-05,jev-1.13.0,28.896933
rust,615,0,0.02,ok,TN,pessoal,0.0,0.0,329.5402,598,148,2.5116000000000005e-05,jev-1.13.0,29.003204
rust,616,0,0.04,ok,TN,pessoal,0.0,0.1,333.45160000000004,613,148,2.5746000000000004e-05,jev-1.13.0,29.073843
rust,617,0,0.02,ok,TN,pessoal,0.01,0.0,347.2861,600,148,2.5200000000000003e-05,jev-1.13.0,29.19342
rust,618,0,0.09,ok,TN,outro,0.14,0.01,327.6183,610,147,2.5620000000000002e-05,jev-1.13.0,29.111739
rust,619,1,0.98,golpe,TP,falsa_central,1.99,0.99,337.043,648,150,2.7216000000000005e-05,jev-1.13.0,29.214046
rust,620,0,0.26,ok,TN,cobranca_legitima,0.73,0.04,282.1926,608,151,2.5536000000000004e-05,jev-1.13.0,29.135205
rust,621,0,0.07,ok,TN,outro,0.91,0.01,334.7172,604,147,2.5368000000000002e-05,jev-1.13.0,29.231411
rust,622,0,0.23,ok,TN,pessoal,0.32,0.95,328.0948,624,148,2.6208000000000004e-05,jev-1.13.0,29.276286
rust,623,0,0.01,ok,TN,pessoal,0.14,0.01,379.7217,609,148,2.5578000000000005e-05,jev-1.13.0,29.382807
rust,624,0,0.05,ok,TN,pessoal,0.0,0.03,334.11269999999996,607,148,2.5494000000000004e-05,jev-1.13.0,29.407856
rust,625,0,0.08,ok,TN,outro,0.92,0.01,348.3394,604,147,2.5368000000000002e-05,jev-1.13.0,29.460243
rust,626,0,0.14,ok,TN,cobranca_legitima,0.07,0.01,474.6278,606,151,2.5452000000000003e-05,jev-1.13.0,29.610014
rust,627,0,0.05,ok,TN,pessoal,0.0,0.08,345.49940000000004,612,148,2.5704000000000003e-05,jev-1.13.0,29.539006
rust,628,0,0.02,ok,TN,pessoal,0.0,0.0,383.7424,600,148,2.5200000000000003e-05,jev-1.13.0,29.597582
rust,629,0,0.13,ok,TN,outro,0.75,0.01,322.0609,610,147,2.5620000000000002e-05,jev-1.13.0,29.553488
rust,630,0,0.01,ok,TN,pessoal,0.18,0.01,293.5055,610,148,2.5620000000000002e-05,jev-1.13.0,29.569844
rust,631,0,0.03,ok,TN,pessoal,0.31,0.04,343.4553,614,148,2.5788000000000004e-05,jev-1.13.0,29.726481
rust,632,0,0.12,ok,TN,cobranca_legitima,0.02,0.01,337.044,611,151,2.5662000000000003e-05,jev-1.13.0,29.745354
rust,633,0,0.03,ok,TN,pessoal,0.0,0.02,332.7027,607,148,2.5494000000000004e-05,jev-1.13.0,29.793086
rust,634,0,0.17,ok,TN,cobranca_legitima,0.01,0.01,322.3918,603,151,2.5326000000000005e-05,jev-1.13.0,29.861762
rust,635,0,0.05,ok,TN,pessoal,0.0,0.07,399.7242,612,148,2.5704000000000003e-05,jev-1.13.0,29.953464
rust,636,0,0.14,ok,TN,cobranca_legitima,0.04,0.88,425.861,631,151,2.6502000000000005e-05,jev-1.13.0,29.996105
rust,637,0,0.04,ok,TN,outro,0.11,0.01,352.29019999999997,612,147,2.5704000000000003e-05,jev-1.13.0,29.950147
rust,638,0,0.01,ok,TN,pessoal,0.16,0.01,383.9497,609,148,2.5578000000000005e-05,jev-1.13.0,29.994323
rust,639,0,0.02,ok,TN,pessoal,0.0,0.0,322.4298,600,148,2.5200000000000003e-05,jev-1.13.0,30.049137
rust,640,0,0.17,ok,TN,cobranca_legitima,0.04,0.85,308.37550000000005,632,151,2.6544000000000002e-05,jev-1.13.0,30.101474
rust,641,1,0.98,golpe,TP,outro,1.34,0.98,332.3258,637,147,2.6754000000000005e-05,jev-1.13.0,30.077881
rust,642,0,0.01,ok,TN,pessoal,0.18,0.01,342.9663,610,148,2.5620000000000002e-05,jev-1.13.0,30.205102
rust,643,0,0.04,ok,TN,outro,0.1,0.01,304.471,612,147,2.5704000000000003e-05,jev-1.13.0,30.254743
rust,644,0,0.02,ok,TN,pessoal,0.0,0.0,320.4386,600,148,2.5200000000000003e-05,jev-1.13.0,30.273978
rust,645,0,0.03,ok,TN,pessoal,0.0,0.02,309.1459,607,148,2.5494000000000004e-05,jev-1.13.0,30.303407
rust,646,0,0.16,ok,TN,cobranca_legitima,0.01,0.01,283.80080000000004,601,151,2.5242000000000003e-05,jev-1.13.0,30.279752
rust,647,0,0.05,ok,TN,pessoal,0.0,0.03,313.4765,607,148,2.5494000000000004e-05,jev-1.13.0,30.390974
rust,648,0,0.25,ok,TN,cobranca_legitima,0.67,0.04,330.9301,605,151,2.5410000000000002e-05,jev-1.13.0,30.379832
rust,649,0,0.23,ok,TN,outro,0.92,0.03,397.0555,599,147,2.5158000000000002e-05,jev-1.13.0,30.49877
rust,650,0,0.01,ok,TN,pessoal,0.03,0.01,359.4762,601,148,2.5242000000000003e-05,jev-1.13.0,30.564331
rust,651,0,0.09,ok,TN,pessoal,0.0,0.01,390.3032,602,148,2.5284000000000004e-05,jev-1.13.0,30.664484
rust,652,0,0.02,ok,TN,pessoal,0.0,0.0,330.5849,598,148,2.5116000000000005e-05,jev-1.13.0,30.585226
rust,653,0,0.02,ok,TN,pessoal,0.0,0.0,398.6118,598,148,2.5116000000000005e-05,jev-1.13.0,30.678834
rust,654,0,0.1,ok,TN,cobranca_legitima,0.04,0.01,318.0482,610,151,2.5620000000000002e-05,jev-1.13.0,30.621447
rust,655,0,0.01,ok,TN,pessoal,0.02,0.01,298.8967,601,148,2.5242000000000003e-05,jev-1.13.0,30.678945
rust,656,0,0.03,ok,TN,pessoal,0.29,0.03,476.7717,614,148,2.5788000000000004e-05,jev-1.13.0,30.868233
rust,657,0,0.02,ok,TN,pessoal,0.48,0.01,314.1743,603,148,2.5326000000000005e-05,jev-1.13.0,30.878745
rust,658,0,0.08,ok,TN,outro,0.9,0.01,307.24469999999997,604,147,2.5368000000000002e-05,jev-1.13.0,30.806116
rust,659,0,0.02,ok,TN,pessoal,0.24,0.03,335.9582,613,148,2.5746000000000004e-05,jev-1.13.0,30.921509
rust,660,0,0.4,ok,TN,cobranca_legitima,1.0,0.89,314.44129999999996,622,151,2.6124000000000003e-05,jev-1.13.0,30.979074
rust,661,0,0.14,ok,TN,cobranca_legitima,0.08,0.01,313.95459999999997,606,151,2.5452000000000003e-05,jev-1.13.0,30.935661
rust,662,0,0.21,ok,TN,outro,0.98,0.03,333.6347,601,147,2.5242000000000003e-05,jev-1.13.0,31.012477
rust,663,0,0.41,revisar,TN,cobranca_legitima,0.99,0.89,353.3854,622,151,2.6124000000000003e-05,jev-1.13.0,31.032534
rust,664,1,0.95,golpe,TP,troca_numero,1.13,0.99,385.2735,647,150,2.7174000000000004e-05,jev-1.13.0,31.253535
rust,665,0,0.12,ok,TN,outro,0.7,0.01,370.8466,609,147,2.5578000000000005e-05,jev-1.13.0,31.177214
rust,666,0,0.21,ok,TN,outro,0.97,0.03,360.48130000000003,599,147,2.5158000000000002e-05,jev-1.13.0,31.239087
rust,667,0,0.11,ok,TN,cobranca_legitima,0.02,0.01,288.2206,613,151,2.5746000000000004e-05,jev-1.13.0,31.209722
rust,668,1,0.99,golpe,TP,premio,1.89,0.99,344.58660000000003,646,147,2.7132000000000004e-05,jev-1.13.0,31.280137
rust,669,0,0.18,ok,TN,cobranca_legitima,0.05,0.01,402.707,606,151,2.5452000000000003e-05,jev-1.13.0,31.381749
rust,670,0,0.16,ok,TN,cobranca_legitima,0.01,0.02,315.35609999999997,600,151,2.5200000000000003e-05,jev-1.13.0,31.327544
rust,671,0,0.24,ok,TN,cobranca_legitima,0.01,0.02,569.9796,601,151,2.5242000000000003e-05,jev-1.13.0,31.602316
rust,672,0,0.01,ok,TN,pessoal,0.01,0.0,453.8145,597,148,2.5074000000000004e-05,jev-1.13.0,31.630907
rust,673,0,0.05,ok,TN,pessoal,0.0,0.09,339.5098,613,148,2.5746000000000004e-05,jev-1.13.0,31.549201
rust,674,0,0.03,ok,TN,pessoal,0.21,0.04,363.254,614,148,2.5788000000000004e-05,jev-1.13.0,31.602362
rust,675,0,0.02,ok,TN,pessoal,0.52,0.01,348.58119999999997,603,148,2.5326000000000005e-05,jev-1.13.0,31.601818
rust,676,0,0.01,ok,TN,pessoal,0.03,0.01,422.4698,601,148,2.5242000000000003e-05,jev-1.13.0,31.702695
rust,677,0,0.03,ok,TN,pessoal,0.0,0.02,361.531,607,148,2.5494000000000004e-05,jev-1.13.0,31.689585
rust,678,0,0.02,ok,TN,pessoal,0.25,0.04,348.1144,614,148,2.5788000000000004e-05,jev-1.13.0,31.730239
rust,679,0,0.08,ok,TN,outro,0.17,0.01,355.5236,610,147,2.5620000000000002e-05,jev-1.13.0,31.905145
rust,680,0,0.26,ok,TN,cobranca_legitima,0.76,0.04,323.1644,605,151,2.5410000000000002e-05,jev-1.13.0,31.925245
rust,681,0,0.02,ok,TN,pessoal,0.0,0.0,365.92019999999997,600,148,2.5200000000000003e-05,jev-1.13.0,31.968731
rust,682,0,0.12,ok,TN,outro,0.68,0.01,292.71029999999996,609,147,2.5578000000000005e-05,jev-1.13.0,31.895469
rust,683,0,0.11,ok,TN,cobranca_legitima,0.02,0.01,337.37129999999996,611,151,2.5662000000000003e-05,jev-1.13.0,31.968831
rust,684,0,0.09,ok,TN,pessoal,0.0,0.01,384.7156,602,148,2.5284000000000004e-05,jev-1.13.0,32.074463
rust,685,0,0.08,ok,TN,outro,0.15,0.01,306.9479,610,147,2.5620000000000002e-05,jev-1.13.0,32.009872
rust,686,0,0.17,ok,TN,cobranca_legitima,0.01,0.01,307.44169999999997,601,151,2.5242000000000003e-05,jev-1.13.0,32.037683
rust,687,0,0.33,ok,TN,cobranca_legitima,1.01,0.89,319.4205,622,151,2.6124000000000003e-05,jev-1.13.0,32.214782
rust,688,0,0.03,ok,TN,pessoal,0.0,0.02,335.1597,606,148,2.5452000000000003e-05,jev-1.13.0,32.240275
rust,689,0,0.03,ok,TN,pessoal,0.3,0.04,366.01869999999997,614,148,2.5788000000000004e-05,jev-1.13.0,32.291145
rust,690,1,0.98,golpe,TP,troca_numero,1.69,0.99,403.22409999999996,657,150,2.7594000000000004e-05,jev-1.13.0,32.371843
rust,691,0,0.2,ok,TN,cobranca_legitima,0.04,0.91,314.14009999999996,627,151,2.6334000000000002e-05,jev-1.13.0,32.323697
rust,692,0,0.26,ok,TN,outro,0.97,0.02,304.4112,597,147,2.5074000000000004e-05,jev-1.13.0,32.272691
rust,693,0,0.01,ok,TN,pessoal,0.16,0.01,316.9242,609,148,2.5578000000000005e-05,jev-1.13.0,32.35445
rust,694,0,0.02,ok,TN,pessoal,0.0,0.0,375.699,599,148,2.5158000000000002e-05,jev-1.13.0,32.450061
rust,695,0,0.15,ok,TN,cobranca_legitima,0.04,0.86,339.8281,631,151,2.6502000000000005e-05,jev-1.13.0,32.554738
rust,696,0,0.36,ok,TN,pessoal,0.27,0.94,309.2017,628,148,2.6376000000000003e-05,jev-1.13.0,32.549722
rust,697,0,0.01,ok,TN,pessoal,0.04,0.01,343.89209999999997,601,148,2.5242000000000003e-05,jev-1.13.0,32.616558
rust,698,0,0.23,ok,TN,cobranca_legitima,0.69,0.04,421.7743,607,151,2.5494000000000004e-05,jev-1.13.0,32.713204
rust,699,0,0.3,ok,TN,outro,0.96,0.03,331.415,597,147,2.5074000000000004e-05,jev-1.13.0,32.655217
rust,700,0,0.18,ok,TN,cobranca_legitima,0.04,0.88,297.0121,631,151,2.6502000000000005e-05,jev-1.13.0,32.651663
rust,701,0,0.02,ok,TN,pessoal,0.0,0.0,365.53029999999995,600,148,2.5200000000000003e-05,jev-1.13.0,32.737329
rust,702,0,0.02,ok,TN,pessoal,0.0,0.0,366.2446,598,148,2.5116000000000005e-05,jev-1.13.0,32.8165
rust,703,0,0.2,ok,TN,outro,1.01,0.02,285.0204,603,147,2.5326000000000005e-05,jev-1.13.0,32.834692
rust,704,0,0.05,ok,TN,pessoal,0.0,0.11,484.70730000000003,613,148,2.5746000000000004e-05,jev-1.13.0,33.039411
rust,705,1,0.98,golpe,TP,falsa_central,1.44,0.99,300.8815,627,150,2.6334000000000002e-05,jev-1.13.0,32.917922
rust,706,0,0.02,ok,TN,pessoal,0.48,0.01,304.42789999999997,603,148,2.5326000000000005e-05,jev-1.13.0,32.956211
rust,707,0,0.03,ok,TN,pessoal,0.27,0.04,384.4103,614,148,2.5788000000000004e-05,jev-1.13.0,33.039707
rust,708,0,0.08,ok,TN,pessoal,0.0,0.01,364.2954,602,148,2.5284000000000004e-05,jev-1.13.0,33.077512
rust,709,0,0.01,ok,TN,pessoal,0.19,0.01,320.6195,609,148,2.5578000000000005e-05,jev-1.13.0,33.057964
rust,710,1,0.98,golpe,TP,boleto_falso,1.86,0.99,370.8285,648,149,2.7216000000000005e-05,jev-1.13.0,33.187533
rust,711,0,0.12,ok,TN,cobranca_legitima,0.04,0.01,303.7869,611,151,2.5662000000000003e-05,jev-1.13.0,33.13894
rust,712,0,0.07,ok,TN,outro,0.92,0.01,362.2841,605,147,2.5410000000000002e-05,jev-1.13.0,33.279877
rust,713,0,0.04,ok,TN,outro,0.14,0.01,323.1829,612,147,2.5704000000000003e-05,jev-1.13.0,33.279725
rust,714,0,0.13,ok,TN,cobranca_legitima,0.02,0.01,312.2523,614,151,2.5788000000000004e-05,jev-1.13.0,33.351469
rust,715,0,0.15,ok,TN,cobranca_legitima,0.03,0.88,286.2495,631,151,2.6502000000000005e-05,jev-1.13.0,33.32609
rust,716,0,0.19,ok,TN,outro,1.01,0.03,371.5748,603,147,2.5326000000000005e-05,jev-1.13.0,33.429562
rust,717,0,0.2,ok,TN,cobranca_legitima,0.04,0.89,284.60540000000003,628,151,2.6376000000000003e-05,jev-1.13.0,33.361853
rust,718,0,0.02,ok,TN,pessoal,0.0,0.0,352.5033,598,148,2.5116000000000005e-05,jev-1.13.0,33.491218
rust,719,1,0.98,golpe,TP,falsa_central,2.0,0.99,316.5478,638,150,2.6796000000000002e-05,jev-1.13.0,33.503703
rust,720,0,0.25,ok,TN,cobranca_legitima,0.7,0.04,307.4592,605,151,2.5410000000000002e-05,jev-1.13.0,33.587124
rust,721,0,0.24,ok,TN,cobranca_legitima,0.7,0.04,313.16889999999995,607,151,2.5494000000000004e-05,jev-1.13.0,33.59328
rust,722,0,0.02,ok,TN,pessoal,0.53,0.01,362.57030000000003,604,148,2.5368000000000002e-05,jev-1.13.0,33.68893
rust,723,0,0.37,ok,TN,cobranca_legitima,0.99,0.87,337.2333,622,151,2.6124000000000003e-05,jev-1.13.0,33.68903
rust,724,0,0.03,ok,TN,pessoal,0.0,0.02,306.0038,607,148,2.5494000000000004e-05,jev-1.13.0,33.668172
rust,725,0,0.07,ok,TN,outro,0.91,0.01,307.3886,604,147,2.5368000000000002e-05,jev-1.13.0,33.736882
rust,726,1,0.98,golpe,TP,falsa_central,1.99,0.94,354.3264,669,150,2.8098000000000004e-05,jev-1.13.0,33.845495
rust,727,0,0.01,ok,TN,pessoal,0.03,0.01,376.67659999999995,601,148,2.5242000000000003e-05,jev-1.13.0,33.880289
rust,728,0,0.21,ok,TN,outro,0.98,0.02,326.67269999999996,601,147,2.5242000000000003e-05,jev-1.13.0,33.91374
rust,729,0,0.02,ok,TN,pessoal,0.0,0.0,349.3099,599,148,2.5158000000000002e-05,jev-1.13.0,33.942902
rust,730,0,0.02,ok,TN,pessoal,0.23,0.03,331.4991,614,148,2.5788000000000004e-05,jev-1.13.0,33.999645
rust,731,0,0.25,ok,TN,cobranca_legitima,0.75,0.04,355.10409999999996,609,151,2.5578000000000005e-05,jev-1.13.0,34.043934
rust,732,0,0.03,ok,TN,pessoal,0.0,0.02,363.8912,608,148,2.5536000000000004e-05,jev-1.13.0,34.053214
rust,733,0,0.02,ok,TN,pessoal,0.46,0.01,316.32349999999997,603,148,2.5326000000000005e-05,jev-1.13.0,34.053417
rust,734,0,0.44,revisar,TN,cobranca_legitima,1.0,0.92,321.96979999999996,622,151,2.6124000000000003e-05,jev-1.13.0,34.167776
rust,735,0,0.01,ok,TN,pessoal,0.16,0.01,298.1883,609,148,2.5578000000000005e-05,jev-1.13.0,34.17884
rust,736,0,0.01,ok,TN,pessoal,0.14,0.01,279.33799999999997,610,148,2.5620000000000002e-05,jev-1.13.0,34.193228
rust,737,0,0.07,ok,TN,outro,0.92,0.01,306.3429,605,147,2.5410000000000002e-05,jev-1.13.0,34.249256
rust,738,0,0.11,ok,TN,cobranca_legitima,0.03,0.01,304.5403,611,151,2.5662000000000003e-05,jev-1.13.0,34.3044
